CCODI_UBIGEO,DEPA,PROV,DIS,VOTOS_PL,VALIDOS_PL,EMITIDOS_PL,VOTOS_FP,VALIDOS_FP,EMITIDOS_FP,UBIGEO_INEI,ganador
210304,SAN MARTIN,LAMAS,CAYNARACHI,2146,50.554,47.415,2099,49.446,46.376,220504,PL
210305,SAN MARTIN,LAMAS,CUÑUMBUQUI,1217,47.576,44.432,1341,52.424,48.959,220505,FP
210306,SAN MARTIN,LAMAS,PINTO RECODO,2390,62.03,56.461,1463,37.97,34.562,220506,PL
210307,SAN MARTIN,LAMAS,RUMISAPA,1003,51.674,45.099,938,48.326,42.176,220507,PL
210311,SAN MARTIN,LAMAS,SHANAO,746,48.098,43.805,805,51.902,47.27,220509,FP
210313,SAN MARTIN,LAMAS,TABALOSOS,3342,50.868,46.32,3228,49.132,44.74,220510,PL
210314,SAN MARTIN,LAMAS,ZAPATERO,1677,53.425,47.997,1462,46.575,41.843,220511,PL
210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,4240,61.512,56.616,2653,38.488,35.425,220502,PL
210316,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,687,69.254,62.455,305,30.746,27.727,220508,PL
210401,SAN MARTIN,MARISCAL CACERES,JUANJUI,7436,46.95,43.197,8402,53.05,48.809,220601,FP
210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,4041,75.462,71.649,1314,24.538,23.298,220602,PL
210403,SAN MARTIN,MARISCAL CACERES,HUICUNGO,2251,63,59.487,1322,37,34.937,220603,PL
210404,SAN MARTIN,MARISCAL CACERES,PACHIZA,1230,55.858,51.357,972,44.142,40.585,220604,PL
210405,SAN MARTIN,MARISCAL CACERES,PAJARILLO,1758,59.472,55.179,1198,40.528,37.602,220605,PL
210501,SAN MARTIN,RIOJA,RIOJA,8293,59.278,54.736,5697,40.722,37.601,220801,PL
210502,SAN MARTIN,RIOJA,POSIC,1067,73.688,69.967,381,26.312,24.984,220806,PL
210503,SAN MARTIN,RIOJA,YORONGOS,1192,73.535,69.302,429,26.465,24.942,220808,PL
210504,SAN MARTIN,RIOJA,YURACYACU,1441,63.733,59.967,820,36.267,34.124,220809,PL
210505,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,13296,58.362,54.115,9486,41.638,38.608,220804,PL
210506,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,5272,60.598,56.127,3428,39.402,36.495,220803,PL
210507,SAN MARTIN,RIOJA,SAN FERNANDO,1339,70.474,66.123,561,29.526,27.704,220807,PL
210508,SAN MARTIN,RIOJA,PARDO MIGUEL,5391,60.977,56.658,3450,39.023,36.259,220805,PL
210509,SAN MARTIN,RIOJA,AWAJUN,3093,65.446,62.046,1633,34.554,32.758,220802,PL
210601,SAN MARTIN,SAN MARTIN,TARAPOTO,19777,42.129,39.221,27167,57.871,53.876,220901,FP
210602,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,330,48.458,47.009,351,51.542,50,220902,FP
210604,SAN MARTIN,SAN MARTIN,CACATACHI,1301,60.54,56.272,848,39.46,36.678,220903,PL
210606,SAN MARTIN,SAN MARTIN,CHAZUTA,3111,61.288,58.084,1965,38.712,36.688,220904,PL
210607,SAN MARTIN,SAN MARTIN,CHIPURANA,740,67.273,64.516,360,32.727,31.386,220905,PL
210608,SAN MARTIN,SAN MARTIN,EL PORVENIR,854,65.591,62.656,448,34.409,32.869,220906,PL
210609,SAN MARTIN,SAN MARTIN,HUIMBAYOC,1255,61.429,58.755,788,38.571,36.891,220907,PL
210610,SAN MARTIN,SAN MARTIN,JUAN GUERRA,1306,55.693,51.908,1039,44.307,41.296,220908,PL
210611,SAN MARTIN,SAN MARTIN,MORALES,7237,46.246,43.013,8412,53.754,49.997,220910,FP
210612,SAN MARTIN,SAN MARTIN,PAPAPLAYA,760,67.376,65.013,368,32.624,31.48,220911,PL
210616,SAN MARTIN,SAN MARTIN,SAN ANTONIO,584,49.915,47.173,586,50.085,47.334,220912,FP
210619,SAN MARTIN,SAN MARTIN,SAUCE,1559,43.915,41.684,1991,56.085,53.235,220913,FP
210620,SAN MARTIN,SAN MARTIN,SHAPAJA,898,58.274,55.915,643,41.726,40.037,220914,PL
210621,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,9704,45.746,42.131,11509,54.254,49.967,220909,FP
210701,SAN MARTIN,BELLAVISTA,BELLAVISTA,5021,60.017,56.422,3345,39.983,37.588,220201,PL
210702,SAN MARTIN,BELLAVISTA,SAN RAFAEL,1731,59.896,56.922,1159,40.104,38.112,220206,PL
210703,SAN MARTIN,BELLAVISTA,SAN PABLO,3185,66.66,62.796,1593,33.34,31.408,220205,PL
210704,SAN MARTIN,BELLAVISTA,ALTO BIAVO,2463,65.505,61.406,1297,34.495,32.336,220202,PL
210705,SAN MARTIN,BELLAVISTA,HUALLAGA,628,52.29,48.872,573,47.71,44.591,220204,PL
210706,SAN MARTIN,BELLAVISTA,BAJO BIAVO,3775,70.905,66.802,1549,29.095,27.411,220203,PL
210801,SAN MARTIN,TOCACHE,TOCACHE,9239,59.384,55.227,6319,40.616,37.773,221001,PL
210802,SAN MARTIN,TOCACHE,NUEVO PROGRESO,3605,66.39,62.652,1825,33.61,31.717,221002,PL
210803,SAN MARTIN,TOCACHE,POLVORA,3710,73.103,69.242,1365,26.897,25.476,221003,PL
210804,SAN MARTIN,TOCACHE,SHUNTE,1238,73.385,69.473,449,26.615,25.196,221004,PL
210805,SAN MARTIN,TOCACHE,UCHIZA,7268,73.377,69.624,2637,26.623,25.261,221005,PL
210901,SAN MARTIN,PICOTA,PICOTA,2817,51.821,48.636,2619,48.179,45.218,220701,PL
210902,SAN MARTIN,PICOTA,BUENOS AIRES,962,47.296,44.393,1072,52.704,49.469,220702,FP
210903,SAN MARTIN,PICOTA,CASPISAPA,674,51.333,49.233,639,48.667,46.676,220703,PL
210904,SAN MARTIN,PICOTA,PILLUANA,300,49.917,48.544,301,50.083,48.706,220704,FP
210905,SAN MARTIN,PICOTA,PUCACACA,829,45.079,43.609,1010,54.921,53.13,220705,FP
210906,SAN MARTIN,PICOTA,SAN CRISTOBAL,439,54.332,52.324,369,45.668,43.981,220706,PL
210907,SAN MARTIN,PICOTA,SAN HILARION,1125,53.368,50.246,983,46.632,43.904,220707,PL
210908,SAN MARTIN,PICOTA,TINGO DE PONASA,1362,54.787,52.405,1124,45.213,43.247,220709,PL
210909,SAN MARTIN,PICOTA,TRES UNIDOS,1471,64.603,61.963,806,35.397,33.951,220710,PL
210910,SAN MARTIN,PICOTA,SHAMBOYACU,2226,60.407,55.845,1459,39.593,36.603,220708,PL
211001,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,4598,56.591,50.695,3527,43.409,38.886,220301,PL
211002,SAN MARTIN,EL DORADO,AGUA BLANCA,660,50.691,46.875,642,49.309,45.597,220302,PL
211003,SAN MARTIN,EL DORADO,SHATOJA,1003,65.598,62.105,526,34.402,32.57,220305,PL
211004,SAN MARTIN,EL DORADO,SAN MARTIN,3303,72.962,67.712,1224,27.038,25.092,220303,PL
211005,SAN MARTIN,EL DORADO,SANTA ROSA,2005,59.762,54.292,1350,40.238,36.556,220304,PL
220101,TACNA,TACNA,TACNA,42217,60.145,56.518,27975,39.855,37.452,230101,PL
220102,TACNA,TACNA,CALANA,2445,80.428,77.178,595,19.572,18.782,230103,PL
220104,TACNA,TACNA,INCLAN,1552,82.862,79.631,321,17.138,16.47,230105,PL
220107,TACNA,TACNA,PACHIA,1436,77.959,74.948,406,22.041,21.19,230106,PL
220108,TACNA,TACNA,PALCA,964,86.071,83.972,156,13.929,13.589,230107,PL
220109,TACNA,TACNA,POCOLLAY,6989,68.452,64.008,3221,31.548,29.499,230108,PL
220110,TACNA,TACNA,SAMA,1245,75.5,72.722,404,24.5,23.598,230109,PL
220111,TACNA,TACNA,ALTO DE LA ALIANZA,17166,77.942,73.905,4858,22.058,20.915,230102,PL
220112,TACNA,TACNA,CIUDAD NUEVA,18970,83.845,79.998,3655,16.155,15.413,230104,PL
220113,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,43211,76.32,72.111,13407,23.68,22.374,230110,PL
220114,TACNA,TACNA,LA YARADA LOS PALOS,3471,87.962,84.638,475,12.038,11.583,230111,PL
220201,TACNA,TARATA,TARATA,1792,90.277,87.415,193,9.723,9.415,230401,PL
220205,TACNA,TARATA,CHUCATAMANI,313,77.094,73.131,93,22.906,21.729,230402,PL
220206,TACNA,TARATA,ESTIQUE,318,85.484,84.35,54,14.516,14.324,230403,PL
220207,TACNA,TARATA,ESTIQUE-PAMPA,178,81.651,79.821,40,18.349,17.937,230404,PL
220210,TACNA,TARATA,SITAJARA,195,81.59,79.918,44,18.41,18.033,230405,PL
220211,TACNA,TARATA,SUSAPAYA,358,83.841,79.911,69,16.159,15.402,230406,PL
220212,TACNA,TARATA,TARUCACHI,371,79.614,77.292,95,20.386,19.792,230407,PL
220213,TACNA,TARATA,TICACO,464,84.211,81.261,87,15.789,15.236,230408,PL
220301,TACNA,JORGE BASADRE,LOCUMBA,1396,82.457,78.737,297,17.543,16.751,230301,PL
220302,TACNA,JORGE BASADRE,ITE,1636,82.794,80.472,340,17.206,16.724,230303,PL
220303,TACNA,JORGE BASADRE,ILABAYA,2120,82.49,79.97,450,17.51,16.975,230302,PL
220401,TACNA,CANDARAVE,CANDARAVE,1336,90.027,87.664,148,9.973,9.711,230201,PL
220402,TACNA,CANDARAVE,CAIRANI,601,91.337,89.169,57,8.663,8.457,230202,PL
220403,TACNA,CANDARAVE,CURIBAYA,187,79.574,78.571,48,20.426,20.168,230204,PL
220404,TACNA,CANDARAVE,HUANUARA,376,85.261,83.929,65,14.739,14.509,230205,PL
220405,TACNA,CANDARAVE,QUILAHUANI,531,94.316,90.925,32,5.684,5.479,230206,PL
220406,TACNA,CANDARAVE,CAMILACA,694,93.28,91.316,50,6.72,6.579,230203,PL
230101,TUMBES,TUMBES,TUMBES,18778,34.896,31.936,35033,65.104,59.581,240101,FP
230102,TUMBES,TUMBES,CORRALES,5876,45.462,42.657,7049,54.538,51.172,240102,FP
230103,TUMBES,TUMBES,LA CRUZ,1752,36.962,33.822,2988,63.038,57.683,240103,FP
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,1464,35.032,31.627,2715,64.968,58.652,240104,FP
230105,TUMBES,TUMBES,SAN JACINTO,2219,40.53,38.16,3256,59.47,55.993,240105,FP
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,1045,34.591,32.82,1976,65.409,62.06,240106,FP
230201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,1711,26.684,25.322,4701,73.316,69.572,240201,FP
230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,695,35.751,34.389,1249,64.249,61.801,240202,FP
230203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,701,23.468,22.24,2286,76.532,72.525,240203,FP
230301,TUMBES,ZARUMILLA,ZARUMILLA,2459,24.115,22.201,7738,75.885,69.863,240301,FP
230302,TUMBES,ZARUMILLA,MATAPALO,1160,60.765,56.807,749,39.235,36.68,240303,PL
230303,TUMBES,ZARUMILLA,PAPAYAL,988,27.165,25.871,2649,72.835,69.364,240304,FP
230304,TUMBES,ZARUMILLA,AGUAS VERDES,2126,24.154,22.524,6676,75.846,70.728,240302,FP
240101,CALLAO,CALLAO,CALLAO,85219,30.823,28.655,191263,69.177,64.311,070101,FP
240102,CALLAO,CALLAO,BELLAVISTA,11486,21.697,20.339,41452,78.303,73.4,070102,FP
240103,CALLAO,CALLAO,LA PUNTA,568,11.811,11.292,4241,88.189,84.314,070105,FP
240104,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,10761,32.105,30.058,22757,67.895,63.565,070103,FP
240105,CALLAO,CALLAO,LA PERLA,8542,20.826,19.407,32474,79.174,73.779,070104,FP
240106,CALLAO,CALLAO,VENTANILLA,69604,41.541,38.728,97950,58.459,54.5,070106,FP
240107,CALLAO,CALLAO,MI PERU,8918,39.471,36.671,13676,60.529,56.236,070107,FP
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,36341,41.998,39.294,50189,58.002,54.268,250101,FP
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,21855,44.12,41.222,27680,55.88,52.209,250105,FP
250103,UCAYALI,CORONEL PORTILLO,MASISEA,2740,65.3,62.873,1456,34.7,33.41,250104,PL
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,4846,55.772,52.085,3843,44.228,41.305,250102,PL
250105,UCAYALI,CORONEL PORTILLO,IPARIA,3231,78.27,72.298,897,21.73,20.072,250103,PL
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,1897,62.014,59.3,1162,37.986,36.324,250106,PL
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,16584,43.066,40.226,21924,56.934,53.179,250107,FP
250201,UCAYALI,PADRE ABAD,PADRE ABAD,10942,72.148,68.358,4224,27.852,26.388,250301,PL
250202,UCAYALI,PADRE ABAD,IRAZOLA,4332,67.069,62.91,2127,32.931,30.889,250302,PL
250203,UCAYALI,PADRE ABAD,CURIMANA,2799,63.055,59.782,1640,36.945,35.028,250303,PL
250204,UCAYALI,PADRE ABAD,NESHUYA,2469,63.552,59.494,1416,36.448,34.12,250304,PL
250205,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,1879,74.92,68.154,629,25.08,22.815,250305,PL
250301,UCAYALI,ATALAYA,RAYMONDI,5470,45.947,41.578,6435,54.053,48.913,250201,FP
250302,UCAYALI,ATALAYA,TAHUANIA,1693,62.174,55.435,1030,37.826,33.726,250203,PL
250303,UCAYALI,ATALAYA,YURUA,106,23.094,20.503,353,76.906,68.279,250204,FP
250304,UCAYALI,ATALAYA,SEPAHUA,881,34.428,32.06,1678,65.572,61.063,250202,FP
250401,UCAYALI,PURUS,PURUS,350,25.964,24.858,998,74.036,70.881,250401,FP
