CCODI_UBIGEO,DEPA,PROV,DIS,VOTOS_PL,VALIDOS_PL,EMITIDOS_PL,VOTOS_FP,VALIDOS_FP,EMITIDOS_FP,UBIGEO_INEI,ganador
010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,7463,55.574,50.49,5966,44.426,40.363,010101,PL
010102,AMAZONAS,CHACHAPOYAS,ASUNCION,121,79.605,76.582,31,20.395,19.62,010102,PL
010103,AMAZONAS,CHACHAPOYAS,BALSAS,368,58.692,56.012,259,41.308,39.422,010103,PL
010104,AMAZONAS,CHACHAPOYAS,CHETO,265,69.737,62.061,115,30.263,26.932,010104,PL
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,166,46.499,43.342,191,53.501,49.869,010105,FP
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,311,47.773,44.748,340,52.227,48.921,010106,FP
010107,AMAZONAS,CHACHAPOYAS,GRANADA,187,67.754,63.39,89,32.246,30.169,010107,PL
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,159,50.158,48.476,158,49.842,48.171,010108,PL
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,2158,82.304,74.645,464,17.696,16.05,010109,PL
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,849,54.916,50.808,697,45.084,41.712,010110,PL
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,362,55.436,52.847,291,44.564,42.482,010111,PL
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,342,66.537,62.868,172,33.463,31.618,010112,PL
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,261,52.41,48.968,237,47.59,44.465,010113,PL
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,780,59.77,55.754,525,40.23,37.527,010114,PL
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,281,71.501,66.588,112,28.499,26.54,010115,PL
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,177,73.444,70.8,64,26.556,25.6,010116,PL
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,356,82.407,76.89,76,17.593,16.415,010117,PL
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,107,54.872,50.235,88,45.128,41.315,010118,PL
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,238,62.141,59.95,145,37.859,36.524,010119,PL
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,512,65.979,62.061,264,34.021,32,010120,PL
010121,AMAZONAS,CHACHAPOYAS,SONCHE,98,52.406,49.246,89,47.594,44.724,010121,PL
010201,AMAZONAS,BAGUA,LA PECA,2769,62.016,57.99,1696,37.984,35.518,010206,PL
010202,AMAZONAS,BAGUA,ARAMANGO,3243,65.107,60.844,1738,34.893,32.608,010202,PL
010203,AMAZONAS,BAGUA,COPALLIN,1940,69.113,65.452,867,30.887,29.251,010203,PL
010204,AMAZONAS,BAGUA,EL PARCO,690,73.404,70.624,250,26.596,25.589,010204,PL
010205,AMAZONAS,BAGUA,BAGUA,7623,59.709,55.797,5144,40.291,37.652,010201,PL
010206,AMAZONAS,BAGUA,IMAZA,8706,90.669,87.339,896,9.331,8.989,010205,PL
010301,AMAZONAS,BONGARA,JUMBILLA,366,68.284,61.204,170,31.716,28.428,010301,PL
010302,AMAZONAS,BONGARA,COROSHA,380,79.167,76,100,20.833,20,010304,PL
010303,AMAZONAS,BONGARA,CUISPES,319,76.499,73.165,98,23.501,22.477,010305,PL
010304,AMAZONAS,BONGARA,CHISQUILLA,176,62.411,57.516,106,37.589,34.641,010302,PL
010305,AMAZONAS,BONGARA,CHURUJA,111,46.444,44.4,128,53.556,51.2,010303,FP
010306,AMAZONAS,BONGARA,FLORIDA,1843,62.096,56.778,1125,37.904,34.658,010306,PL
010307,AMAZONAS,BONGARA,RECTA,143,77.297,74.869,42,22.703,21.99,010308,PL
010308,AMAZONAS,BONGARA,SAN CARLOS,202,66.447,61.398,102,33.553,31.003,010309,PL
010309,AMAZONAS,BONGARA,SHIPASBAMBA,604,69.187,64.599,269,30.813,28.77,010310,PL
010310,AMAZONAS,BONGARA,VALERA,286,48.722,46.055,301,51.278,48.47,010311,FP
010311,AMAZONAS,BONGARA,YAMBRASBAMBA,1914,65.751,62.529,997,34.249,32.571,010312,PL
010312,AMAZONAS,BONGARA,JAZAN,2030,53.407,49.476,1771,46.593,43.164,010307,PL
010401,AMAZONAS,LUYA,LAMUD,695,65.628,60.435,364,34.372,31.652,010501,PL
010402,AMAZONAS,LUYA,CAMPORREDONDO,2041,70.501,65.945,854,29.499,27.593,010502,PL
010403,AMAZONAS,LUYA,COCABAMBA,411,64.521,60.979,226,35.479,33.531,010503,PL
010404,AMAZONAS,LUYA,COLCAMAR,571,55.437,49.352,459,44.563,39.672,010504,PL
010405,AMAZONAS,LUYA,CONILA,583,62.959,59.008,343,37.041,34.717,010505,PL
010406,AMAZONAS,LUYA,INGUILPATA,147,46.372,43.491,170,53.628,50.296,010506,FP
010407,AMAZONAS,LUYA,LONGUITA,215,41.109,39.377,308,58.891,56.41,010507,FP
010408,AMAZONAS,LUYA,LONYA CHICO,268,62.326,59.031,162,37.674,35.683,010508,PL
010409,AMAZONAS,LUYA,LUYA,1154,57.384,53.575,857,42.616,39.786,010509,PL
010410,AMAZONAS,LUYA,LUYA VIEJO,143,61.373,56.972,90,38.627,35.857,010510,PL
010411,AMAZONAS,LUYA,MARIA,296,64.912,60.905,160,35.088,32.922,010511,PL
010412,AMAZONAS,LUYA,OCALLI,990,67.901,63.666,468,32.099,30.096,010512,PL
010413,AMAZONAS,LUYA,OCUMAL,739,54.499,50.93,617,45.501,42.522,010513,PL
010414,AMAZONAS,LUYA,PISUQUIA,973,63.47,59.84,560,36.53,34.44,010514,PL
010415,AMAZONAS,LUYA,SAN CRISTOBAL,196,57.31,53.699,146,42.69,40,010516,PL
010416,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,236,62.933,60.825,139,37.067,35.825,010517,PL
010417,AMAZONAS,LUYA,SAN JERONIMO,196,51.579,49.37,184,48.421,46.348,010518,PL
010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,135,50.752,46.233,131,49.248,44.863,010519,PL
010419,AMAZONAS,LUYA,SANTA CATALINA,376,56.456,54.572,290,43.544,42.09,010520,PL
010420,AMAZONAS,LUYA,SANTO TOMAS,795,57.484,53.356,588,42.516,39.463,010521,PL
010421,AMAZONAS,LUYA,TINGO,361,48.133,45.012,389,51.867,48.504,010522,FP
010422,AMAZONAS,LUYA,TRITA,526,77.126,73.98,156,22.874,21.941,010523,PL
010423,AMAZONAS,LUYA,PROVIDENCIA,481,83.798,80.705,93,16.202,15.604,010515,PL
010501,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,1098,50.904,46.173,1059,49.096,44.533,010601,PL
010502,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,268,62.471,57.759,161,37.529,34.698,010603,PL
010503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,547,58.191,55.646,393,41.809,39.98,010602,PL
010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,626,42.326,38.786,853,57.674,52.85,010604,FP
010505,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,485,63.151,58.014,283,36.849,33.852,010605,PL
010506,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,538,59.186,53.693,371,40.814,37.026,010606,PL
010507,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,194,60.815,56.395,125,39.185,36.337,010608,PL
010508,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,547,51.848,49.014,508,48.152,45.52,010607,PL
010509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,2409,68.632,62.571,1101,31.368,28.597,010609,PL
010510,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,184,56.79,52.571,140,43.21,40,010610,PL
010511,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,121,51.489,48.4,114,48.511,45.6,010611,PL
010512,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,722,76.809,71.627,218,23.191,21.627,010612,PL
010601,AMAZONAS,CONDORCANQUI,NIEVA,6640,86.797,82.752,1010,13.203,12.587,010401,PL
010602,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,3117,91.22,88.778,300,8.78,8.545,010403,PL
010603,AMAZONAS,CONDORCANQUI,EL CENEPA,3303,97.434,92.964,87,2.566,2.449,010402,PL
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,16470,64.396,60.458,9106,35.604,33.426,010701,PL
010702,AMAZONAS,UTCUBAMBA,CAJARURO,9171,69.912,66.059,3947,30.088,28.43,010702,PL
010703,AMAZONAS,UTCUBAMBA,CUMBA,2608,64.284,61.149,1449,35.716,33.974,010703,PL
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,1598,58.067,54.151,1154,41.933,39.105,010704,PL
010705,AMAZONAS,UTCUBAMBA,JAMALCA,2406,68.43,65.523,1110,31.57,30.229,010705,PL
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,2911,62.387,58.501,1755,37.613,35.269,010706,PL
010707,AMAZONAS,UTCUBAMBA,YAMON,1037,67.294,64.37,504,32.706,31.285,010707,PL
020101,ANCASH,HUARAZ,HUARAZ,22932,63.422,58.231,13226,36.578,33.585,020101,PL
020102,ANCASH,HUARAZ,INDEPENDENCIA,25022,64.896,60.111,13535,35.104,32.516,020105,PL
020103,ANCASH,HUARAZ,COCHABAMBA,406,53.846,51.134,348,46.154,43.829,020102,PL
020104,ANCASH,HUARAZ,COLCABAMBA,107,64.458,61.143,59,35.542,33.714,020103,PL
020105,ANCASH,HUARAZ,HUANCHAY,586,60.226,55.916,387,39.774,36.927,020104,PL
020106,ANCASH,HUARAZ,JANGAS,2068,65.609,59.873,1084,34.391,31.384,020106,PL
020107,ANCASH,HUARAZ,LA LIBERTAD,390,52.846,49.808,348,47.154,44.444,020107,PL
020108,ANCASH,HUARAZ,OLLEROS,1372,73.095,69.014,505,26.905,25.402,020108,PL
020109,ANCASH,HUARAZ,PAMPAS,417,68.249,64.154,194,31.751,29.846,020109,PL
020110,ANCASH,HUARAZ,PARIACOTO,1396,52.383,49.468,1269,47.617,44.968,020110,PL
020111,ANCASH,HUARAZ,PIRA,1363,61.591,57.877,850,38.409,36.093,020111,PL
020112,ANCASH,HUARAZ,TARICA,2424,65.091,59.31,1300,34.909,31.808,020112,PL
020201,ANCASH,AIJA,AIJA,709,68.239,64.986,330,31.761,30.247,020201,PL
020203,ANCASH,AIJA,CORIS,450,55.419,52.326,362,44.581,42.093,020202,PL
020205,ANCASH,AIJA,HUACLLAN,197,77.866,74.905,56,22.134,21.293,020203,PL
020206,ANCASH,AIJA,LA MERCED,716,59.027,55.633,497,40.973,38.617,020204,PL
020208,ANCASH,AIJA,SUCCHA,253,60.095,56.982,168,39.905,37.838,020205,PL
020301,ANCASH,BOLOGNESI,CHIQUIAN,1288,71.476,66.944,514,28.524,26.715,020501,PL
020302,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,72,67.29,58.537,35,32.71,28.455,020502,PL
020304,ANCASH,BOLOGNESI,AQUIA,636,62.231,57.557,386,37.769,34.932,020504,PL
020305,ANCASH,BOLOGNESI,CAJACAY,627,61.834,59.263,387,38.166,36.578,020505,PL
020310,ANCASH,BOLOGNESI,HUAYLLACAYAN,528,82.759,76.301,110,17.241,15.896,020510,PL
020311,ANCASH,BOLOGNESI,HUASTA,536,69.52,64.813,235,30.48,28.416,020509,PL
020313,ANCASH,BOLOGNESI,MANGAS,150,64.103,60.976,84,35.897,34.146,020512,PL
020315,ANCASH,BOLOGNESI,PACLLON,472,83.986,80.272,90,16.014,15.306,020513,PL
020317,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,80,61.538,57.971,50,38.462,36.232,020514,PL
020320,ANCASH,BOLOGNESI,TICLLOS,147,53.455,51.579,128,46.545,44.912,020515,PL
020321,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,508,74.926,71.65,170,25.074,23.977,020503,PL
020322,ANCASH,BOLOGNESI,CANIS,68,52.308,50,62,47.692,45.588,020506,PL
020323,ANCASH,BOLOGNESI,COLQUIOC,672,58.283,54.063,481,41.717,38.697,020507,PL
020324,ANCASH,BOLOGNESI,LA PRIMAVERA,123,80.921,78.344,29,19.079,18.471,020511,PL
020325,ANCASH,BOLOGNESI,HUALLANCA,1783,59.118,55.946,1233,40.882,38.688,020508,PL
020401,ANCASH,CARHUAZ,CARHUAZ,5638,69.743,61.888,2446,30.257,26.85,020601,PL
020402,ANCASH,CARHUAZ,ACOPAMPA,928,64.941,58.255,501,35.059,31.45,020602,PL
020403,ANCASH,CARHUAZ,AMASHCA,899,76.576,70.955,275,23.424,21.705,020603,PL
020404,ANCASH,CARHUAZ,ANTA,1054,67.956,64.663,497,32.044,30.491,020604,PL
020405,ANCASH,CARHUAZ,ATAQUERO,630,61.886,58.011,388,38.114,35.727,020605,PL
020406,ANCASH,CARHUAZ,MARCARA,3666,64.429,57.228,2024,35.571,31.595,020606,PL
020407,ANCASH,CARHUAZ,PARIAHUANCA,626,69.324,63.041,277,30.676,27.895,020607,PL
020408,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,1047,70.08,61.661,447,29.92,26.325,020608,PL
020409,ANCASH,CARHUAZ,SHILLA,1842,87.589,78.45,261,12.411,11.116,020609,PL
020410,ANCASH,CARHUAZ,TINCO,1150,63.536,59.156,660,36.464,33.951,020610,PL
020411,ANCASH,CARHUAZ,YUNGAR,1143,60.317,57.437,752,39.683,37.789,020611,PL
020501,ANCASH,CASMA,CASMA,7342,39.811,36.832,11100,60.189,55.684,020801,FP
020502,ANCASH,CASMA,BUENA VISTA ALTA,1332,51.093,47.948,1275,48.907,45.896,020802,PL
020503,ANCASH,CASMA,COMANDANTE NOEL,586,45.426,42.433,704,54.574,50.978,020803,FP
020505,ANCASH,CASMA,YAUTAN,1775,45.501,41.735,2126,54.499,49.988,020804,FP
020601,ANCASH,CORONGO,CORONGO,425,59.859,55.052,285,40.141,36.917,020901,PL
020602,ANCASH,CORONGO,ACO,84,40.777,39.437,122,59.223,57.277,020902,FP
020603,ANCASH,CORONGO,BAMBAS,157,65.966,64.344,81,34.034,33.197,020903,PL
020604,ANCASH,CORONGO,CUSCA,981,69.182,66.016,437,30.818,29.408,020904,PL
020605,ANCASH,CORONGO,LA PAMPA,205,42.181,40.354,281,57.819,55.315,020905,FP
020606,ANCASH,CORONGO,YANAC,229,62.228,58.122,139,37.772,35.279,020906,PL
020607,ANCASH,CORONGO,YUPAN,93,44.712,42.661,115,55.288,52.752,020907,FP
020701,ANCASH,HUAYLAS,CARAZ,5986,47.652,42.466,6576,52.348,46.652,021201,FP
020702,ANCASH,HUAYLAS,HUALLANCA,285,56.324,52.007,221,43.676,40.328,021202,PL
020703,ANCASH,HUAYLAS,HUATA,368,45.943,43.81,433,54.057,51.548,021203,FP
020704,ANCASH,HUAYLAS,HUAYLAS,410,48.578,45.254,434,51.422,47.903,021204,FP
020705,ANCASH,HUAYLAS,MATO,533,45.869,42.846,629,54.131,50.563,021205,FP
020706,ANCASH,HUAYLAS,PAMPAROMAS,1430,42.245,39.47,1955,57.755,53.961,021206,FP
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,2132,49.147,44.781,2206,50.853,46.335,021207,FP
020708,ANCASH,HUAYLAS,SANTA CRUZ,1321,51.162,44.734,1261,48.838,42.702,021208,PL
020709,ANCASH,HUAYLAS,YURACMARCA,644,64.4,61.392,356,35.6,33.937,021210,PL
020710,ANCASH,HUAYLAS,SANTO TORIBIO,285,55.447,50.532,229,44.553,40.603,021209,PL
020801,ANCASH,HUARI,HUARI,3097,78.724,72.768,837,21.276,19.666,021001,PL
020802,ANCASH,HUARI,CAJAY,1844,84.977,80.594,326,15.023,14.248,021003,PL
020803,ANCASH,HUARI,CHAVIN DE HUANTAR,2997,76.748,70.868,908,23.252,21.471,021004,PL
020804,ANCASH,HUARI,HUACACHI,1067,88.991,84.481,132,11.009,10.451,021005,PL
020805,ANCASH,HUARI,HUACHIS,1544,76.549,73.175,473,23.451,22.417,021007,PL
020806,ANCASH,HUARI,HUACCHIS,635,80.278,74.182,156,19.722,18.224,021006,PL
020807,ANCASH,HUARI,HUANTAR,1307,87.308,82.357,190,12.692,11.972,021008,PL
020808,ANCASH,HUARI,MASIN,696,75.57,71.093,225,24.43,22.983,021009,PL
020809,ANCASH,HUARI,PAUCAS,846,82.698,79.139,177,17.302,16.558,021010,PL
020810,ANCASH,HUARI,PONTO,1445,90.426,83.43,153,9.574,8.834,021011,PL
020811,ANCASH,HUARI,RAHUAPAMPA,255,67.46,63.591,123,32.54,30.673,021012,PL
020812,ANCASH,HUARI,RAPAYAN,738,92.135,88.278,63,7.865,7.536,021013,PL
020813,ANCASH,HUARI,SAN MARCOS,8434,78.83,74.093,2265,21.17,19.898,021014,PL
020814,ANCASH,HUARI,SAN PEDRO DE CHANA,1458,83.077,79.412,297,16.923,16.176,021015,PL
020815,ANCASH,HUARI,UCO,467,67.098,61.367,229,32.902,30.092,021016,PL
020816,ANCASH,HUARI,ANRA,674,75.391,69.556,220,24.609,22.704,021002,PL
020901,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,1230,85.774,77.897,204,14.226,12.92,021301,PL
020902,ANCASH,MARISCAL LUZURIAGA,CASCA,1607,83.698,76.125,313,16.302,14.827,021302,PL
020903,ANCASH,MARISCAL LUZURIAGA,LUCMA,1226,81.733,73.678,274,18.267,16.466,021307,PL
020904,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,740,83.24,77.487,149,16.76,15.602,021304,PL
020905,ANCASH,MARISCAL LUZURIAGA,LLAMA,364,69.866,64.769,157,30.134,27.936,021305,PL
020906,ANCASH,MARISCAL LUZURIAGA,LLUMPA,2483,90.488,81.731,261,9.512,8.591,021306,PL
020907,ANCASH,MARISCAL LUZURIAGA,MUSGA,428,85.6,82.625,72,14.4,13.9,021308,PL
020908,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,305,60.636,55.054,198,39.364,35.74,021303,PL
021001,ANCASH,PALLASCA,CABANA,759,67.109,58.746,372,32.891,28.793,021501,PL
021002,ANCASH,PALLASCA,BOLOGNESI,369,75.926,70.152,117,24.074,22.243,021502,PL
021003,ANCASH,PALLASCA,CONCHUCOS,2117,76.62,71.352,646,23.38,21.773,021503,PL
021004,ANCASH,PALLASCA,HUACASCHUQUE,210,80.46,76.087,51,19.54,18.478,021504,PL
021005,ANCASH,PALLASCA,HUANDOVAL,336,76.538,73.362,103,23.462,22.489,021505,PL
021006,ANCASH,PALLASCA,LACABAMBA,181,74.486,72.112,62,25.514,24.701,021506,PL
021007,ANCASH,PALLASCA,LLAPO,208,69.333,66.667,92,30.667,29.487,021507,PL
021008,ANCASH,PALLASCA,PALLASCA,852,71.417,66.355,341,28.583,26.558,021508,PL
021009,ANCASH,PALLASCA,PAMPAS,1423,85.93,80.852,233,14.07,13.239,021509,PL
021010,ANCASH,PALLASCA,SANTA ROSA,325,62.023,59.415,199,37.977,36.38,021510,PL
021011,ANCASH,PALLASCA,TAUCA,671,55.5,51.735,538,44.5,41.48,021511,PL
021101,ANCASH,POMABAMBA,POMABAMBA,5405,83.385,76.213,1077,16.615,15.186,021601,PL
021102,ANCASH,POMABAMBA,HUAYLLAN,1597,87.603,80.535,226,12.397,11.397,021602,PL
021103,ANCASH,POMABAMBA,PAROBAMBA,1473,61.917,53.779,906,38.083,33.078,021603,PL
021104,ANCASH,POMABAMBA,QUINUABAMBA,586,64.823,53.418,318,35.177,28.988,021604,PL
021201,ANCASH,RECUAY,RECUAY,2170,70.249,65.658,919,29.751,27.806,021701,PL
021202,ANCASH,RECUAY,COTAPARACO,90,58.824,57.692,63,41.176,40.385,021703,PL
021203,ANCASH,RECUAY,HUAYLLAPAMPA,320,74.246,71.269,111,25.754,24.722,021704,PL
021204,ANCASH,RECUAY,MARCA,343,62.25,58.834,208,37.75,35.678,021706,PL
021205,ANCASH,RECUAY,PAMPAS CHICO,357,67.486,64.093,172,32.514,30.88,021707,PL
021206,ANCASH,RECUAY,PARARIN,534,72.851,70.356,199,27.149,26.219,021708,PL
021207,ANCASH,RECUAY,TAPACOCHA,190,72.519,69.091,72,27.481,26.182,021709,PL
021208,ANCASH,RECUAY,TICAPAMPA,1171,75.209,71.099,386,24.791,23.437,021710,PL
021209,ANCASH,RECUAY,LLACLLIN,462,78.84,76.238,124,21.16,20.462,021705,PL
021210,ANCASH,RECUAY,CATAC,2058,79.922,76.138,517,20.078,19.127,021702,PL
021301,ANCASH,SANTA,CHIMBOTE,58298,48.121,43.737,62852,51.879,47.154,021801,FP
021302,ANCASH,SANTA,CACERES DEL PERU,1570,61.569,55.595,980,38.431,34.703,021802,PL
021303,ANCASH,SANTA,MACATE,952,51.993,49.609,879,48.007,45.805,021804,PL
021304,ANCASH,SANTA,MORO,1877,39.161,37.007,2916,60.839,57.492,021805,FP
021305,ANCASH,SANTA,NEPEÑA,5103,65.743,61.616,2659,34.257,32.106,021806,PL
021306,ANCASH,SANTA,SAMANCO,1265,45.52,43.013,1514,54.48,51.479,021807,FP
021307,ANCASH,SANTA,SANTA,9194,54.038,49.213,7820,45.962,41.858,021808,PL
021308,ANCASH,SANTA,COISHCO,4185,49.369,45.297,4292,50.631,46.455,021803,FP
021309,ANCASH,SANTA,NUEVO CHIMBOTE,36233,47.492,43.225,40060,52.508,47.791,021809,FP
021401,ANCASH,SIHUAS,SIHUAS,1485,65.275,59.855,790,34.725,31.842,021901,PL
021402,ANCASH,SIHUAS,ALFONSO UGARTE,200,87.336,80.972,29,12.664,11.741,021903,PL
021403,ANCASH,SIHUAS,CHINGALPO,315,69.69,66.737,137,30.31,29.025,021905,PL
021404,ANCASH,SIHUAS,HUAYLLABAMBA,1284,78.821,72.666,345,21.179,19.525,021906,PL
021405,ANCASH,SIHUAS,QUICHES,765,75.295,68.671,251,24.705,22.531,021907,PL
021406,ANCASH,SIHUAS,SICSIBAMBA,542,69.045,63.765,243,30.955,28.588,021910,PL
021407,ANCASH,SIHUAS,ACOBAMBA,550,75.758,71.429,176,24.242,22.857,021902,PL
021408,ANCASH,SIHUAS,CASHAPAMPA,672,66.601,60.541,337,33.399,30.36,021904,PL
021409,ANCASH,SIHUAS,RAGASH,1079,78.188,73.401,301,21.812,20.476,021908,PL
021410,ANCASH,SIHUAS,SAN JUAN,2605,77.254,70.008,767,22.746,20.613,021909,PL
021501,ANCASH,YUNGAY,YUNGAY,7642,67.485,60.834,3682,32.515,29.311,022001,PL
021502,ANCASH,YUNGAY,CASCAPARA,486,48.31,42.632,520,51.69,45.614,022002,FP
021503,ANCASH,YUNGAY,MANCOS,2631,69.603,63.398,1149,30.397,27.687,022003,PL
021504,ANCASH,YUNGAY,MATACOTO,589,56.798,52.263,448,43.202,39.752,022004,PL
021505,ANCASH,YUNGAY,QUILLO,4125,67.712,61.549,1967,32.288,29.349,022005,PL
021506,ANCASH,YUNGAY,RANRAHIRCA,1293,70.694,65.835,536,29.306,27.291,022006,PL
021507,ANCASH,YUNGAY,SHUPLUY,734,64.613,59.385,402,35.387,32.524,022007,PL
021508,ANCASH,YUNGAY,YANAMA,2205,78.863,70.312,591,21.137,18.846,022008,PL
021601,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,1008,85.424,78.444,172,14.576,13.385,020301,PL
021602,ANCASH,ANTONIO RAYMONDI,ACZO,678,82.282,76.094,146,17.718,16.386,020302,PL
021603,ANCASH,ANTONIO RAYMONDI,CHACCHO,574,86.576,81.534,89,13.424,12.642,020303,PL
021604,ANCASH,ANTONIO RAYMONDI,CHINGAS,673,84.02,79.457,128,15.98,15.112,020304,PL
021605,ANCASH,ANTONIO RAYMONDI,MIRGAS,1701,92.345,87.952,141,7.655,7.291,020305,PL
021606,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,422,79.026,74.558,112,20.974,19.788,020306,PL
021701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,3589,76.541,68.258,1100,23.459,20.921,020701,PL
021702,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,1701,83.382,74.704,339,16.618,14.888,020703,PL
021703,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,1172,81.958,73.618,258,18.042,16.206,020702,PL
021801,ANCASH,ASUNCION,CHACAS,1732,78.835,71.246,465,21.165,19.128,020401,PL
021802,ANCASH,ASUNCION,ACOCHACA,1128,75.705,68.281,362,24.295,21.913,020402,PL
021901,ANCASH,HUARMEY,HUARMEY,6146,43.938,41.741,7842,56.062,53.26,021101,FP
021902,ANCASH,HUARMEY,COCHAPETI,401,80.522,76.673,97,19.478,18.547,021102,PL
021903,ANCASH,HUARMEY,HUAYAN,265,55.907,53.644,209,44.093,42.308,021104,PL
021904,ANCASH,HUARMEY,MALVAS,335,69.215,67.951,149,30.785,30.223,021105,PL
021905,ANCASH,HUARMEY,CULEBRAS,474,33.737,32.355,931,66.263,63.549,021103,FP
022001,ANCASH,OCROS,ACAS,87,53.374,52.41,76,46.626,45.783,021402,PL
022002,ANCASH,OCROS,CAJAMARQUILLA,31,37.349,37.349,52,62.651,62.651,021403,FP
022003,ANCASH,OCROS,CARHUAPAMPA,143,57.895,56.522,104,42.105,41.107,021404,PL
022004,ANCASH,OCROS,COCHAS,307,39.108,37.948,478,60.892,59.085,021405,FP
022005,ANCASH,OCROS,CONGAS,290,55.028,52.92,237,44.972,43.248,021406,PL
022006,ANCASH,OCROS,LLIPA,49,41.525,41.525,69,58.475,58.475,021407,FP
022007,ANCASH,OCROS,OCROS,322,52.614,50.549,290,47.386,45.526,021401,PL
022008,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,116,52.968,50,103,47.032,44.397,021408,PL
022009,ANCASH,OCROS,SAN PEDRO,237,57.246,54.861,177,42.754,40.972,021409,PL
022010,ANCASH,OCROS,SANTIAGO DE CHILCAS,60,29.557,28.302,143,70.443,67.453,021410,FP
030101,APURIMAC,ABANCAY,ABANCAY,24806,74.35,69.981,8558,25.65,24.143,030101,PL
030102,APURIMAC,ABANCAY,CIRCA,1536,85.954,83.162,251,14.046,13.59,030103,PL
030103,APURIMAC,ABANCAY,CURAHUASI,5761,68.526,63.883,2646,31.474,29.341,030104,PL
030104,APURIMAC,ABANCAY,CHACOCHE,555,76.236,72.644,173,23.764,22.644,030102,PL
030105,APURIMAC,ABANCAY,HUANIPACA,1408,72.878,69.155,524,27.122,25.737,030105,PL
030106,APURIMAC,ABANCAY,LAMBRAMA,1708,86.525,82.076,266,13.475,12.782,030106,PL
030107,APURIMAC,ABANCAY,PICHIRHUA,1795,76.059,71.685,565,23.941,22.564,030107,PL
030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,1018,65.382,61.362,539,34.618,32.489,030108,PL
030109,APURIMAC,ABANCAY,TAMBURCO,3900,75.072,70.614,1295,24.928,23.447,030109,PL
030201,APURIMAC,AYMARAES,CHALHUANCA,1490,77.242,72.968,439,22.758,21.499,030401,PL
030202,APURIMAC,AYMARAES,CAPAYA,209,67.638,65.517,100,32.362,31.348,030402,PL
030203,APURIMAC,AYMARAES,CARAYBAMBA,605,90.569,88.71,63,9.431,9.238,030403,PL
030204,APURIMAC,AYMARAES,COLCABAMBA,327,70.474,66.735,137,29.526,27.959,030405,PL
030205,APURIMAC,AYMARAES,COTARUSE,1524,87.285,82.156,222,12.715,11.968,030406,PL
